component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
rear_box_shell,control_box_housing,control_box_powder_coated_dark_gray,control_box_housing,0.16,0.17,0.18,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
service_lid_panel,control_box_housing,control_box_service_lid_graphite,control_box_lid,0.1,0.11,0.12,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
lid_seam_top,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
lid_seam_bottom,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
lid_seam_left,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
lid_seam_right,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
service_lid_screw_marker_1,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
service_lid_screw_marker_2,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
service_lid_screw_marker_3,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
service_lid_screw_marker_4,control_box_housing,control_box_lid_seam_black,control_box_seam,0.01,0.01,0.01,1.0,generated:control_box_housing,rectangular serviceable electrical enclosure housing without text labels
upper_din_rail,din_rail_and_mounting,din_rail_zinc_gray,din_rail_metal,0.72,0.74,0.73,1.0,generated:din_rail_and_mounting,two simplified DIN rails visible on service panel
lower_din_rail,din_rail_and_mounting,din_rail_zinc_gray,din_rail_metal,0.72,0.74,0.73,1.0,generated:din_rail_and_mounting,two simplified DIN rails visible on service panel
controller_pcb,controller_board_placeholder,controller_board_green,controller_board_green,0.05,0.42,0.22,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_main_chip,controller_board_placeholder,pcb_chip_dark,pcb_chip_dark,0.02,0.02,0.02,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_terminal_strip,controller_board_placeholder,terminal_block_orange,terminal_orange,0.95,0.45,0.08,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_small_component_1,controller_board_placeholder,pcb_chip_dark,pcb_chip_dark,0.02,0.02,0.02,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_small_component_2,controller_board_placeholder,pcb_chip_dark,pcb_chip_dark,0.02,0.02,0.02,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_small_component_3,controller_board_placeholder,pcb_chip_dark,pcb_chip_dark,0.02,0.02,0.02,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
controller_small_component_4,controller_board_placeholder,pcb_chip_dark,pcb_chip_dark,0.02,0.02,0.02,1.0,generated:controller_board_placeholder,PLC/MCU controller board placeholder
motor_driver_1_body,motor_driver_placeholders,motor_driver_dark_gray,motor_driver_dark,0.2,0.21,0.22,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_1_heat_sink_slot_1,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_1_heat_sink_slot_2,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_1_heat_sink_slot_3,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_1_heat_sink_slot_4,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_2_body,motor_driver_placeholders,motor_driver_dark_gray,motor_driver_dark,0.2,0.21,0.22,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_2_heat_sink_slot_1,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_2_heat_sink_slot_2,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
motor_driver_2_heat_sink_slot_3,motor_driver_placeholders,driver_heat_sink_gray,heat_sink_gray,0.62,0.64,0.65,1.0,generated:motor_driver_placeholders,four motor driver placeholders for X/Y/Z/gripper axes
