pair_a,pair_b,bbox_overlap_candidate,exact_overlap_volume_mm3,minimum_distance_mm,clearance_threshold_mm,audit_status,notes
base_plate_1200x900x15,left_compact_carriage_binding_assembly_v1_4,no,,72.600000,5.0,ok,
base_plate_1200x900x15,right_compact_carriage_binding_assembly_v1_4,no,,72.600000,5.0,ok,
xz_adapter_plate_simplified,left_compact_carriage_binding_assembly_v1_4,no,,320.000000,5.0,ok,
xz_adapter_plate_simplified,right_compact_carriage_binding_assembly_v1_4,no,,320.000000,5.0,ok,
scan_tube_holder,left_compact_carriage_binding_assembly_v1_4,no,,211.681364,5.0,ok,
scan_tube_holder,right_compact_carriage_binding_assembly_v1_4,no,,486.712441,5.0,ok,
barcode_scanner_mount_bracket,left_compact_carriage_binding_assembly_v1_4,no,,186.508043,5.0,ok,
barcode_scanner_mount_bracket,right_compact_carriage_binding_assembly_v1_4,no,,494.226922,5.0,ok,
photoelectric_sensor_mount_bracket,left_compact_carriage_binding_assembly_v1_4,no,,268.478696,5.0,ok,
photoelectric_sensor_mount_bracket,right_compact_carriage_binding_assembly_v1_4,no,,372.781182,5.0,ok,
left_y_axis_module,left_compact_carriage_binding_assembly_v1_4,yes,,,5.0,allowed_mount_contact,expected slider/carriage binding mount contact
left_y_axis_module,right_compact_carriage_binding_assembly_v1_4,no,,825.820176,5.0,ok,
right_y_axis_module,left_compact_carriage_binding_assembly_v1_4,no,,854.751224,5.0,ok,
right_y_axis_module,right_compact_carriage_binding_assembly_v1_4,yes,,,5.0,allowed_mount_contact,expected slider/carriage binding mount contact
x_axis_module_on_gantry,left_compact_carriage_binding_assembly_v1_4,yes,,,5.0,allowed_mount_contact,expected slider/carriage binding mount contact
x_axis_module_on_gantry,right_compact_carriage_binding_assembly_v1_4,yes,,,5.0,allowed_mount_contact,expected slider/carriage binding mount contact
z_axis_module,left_compact_carriage_binding_assembly_v1_4,no,,329.100000,5.0,ok,
z_axis_module,right_compact_carriage_binding_assembly_v1_4,no,,329.100000,5.0,ok,
input_box_1,left_compact_carriage_binding_assembly_v1_4,no,,182.015411,5.0,ok,
input_box_1,right_compact_carriage_binding_assembly_v1_4,no,,627.957491,5.0,ok,
input_box_2,left_compact_carriage_binding_assembly_v1_4,no,,60.163195,5.0,ok,
input_box_2,right_compact_carriage_binding_assembly_v1_4,no,,604.003816,5.0,ok,
input_box_3,left_compact_carriage_binding_assembly_v1_4,no,,35.600000,5.0,ok,
input_box_3,right_compact_carriage_binding_assembly_v1_4,no,,602.053453,5.0,ok,
input_box_4,left_compact_carriage_binding_assembly_v1_4,no,,40.119945,5.0,ok,
input_box_4,right_compact_carriage_binding_assembly_v1_4,no,,602.337621,5.0,ok,
barcode_scanner,left_compact_carriage_binding_assembly_v1_4,no,,215.087889,5.0,ok,
barcode_scanner,right_compact_carriage_binding_assembly_v1_4,no,,472.185133,5.0,ok,
photoelectric_sensor,left_compact_carriage_binding_assembly_v1_4,no,,301.031909,5.0,ok,
photoelectric_sensor,right_compact_carriage_binding_assembly_v1_4,no,,302.031803,5.0,ok,
category_A_output_box_4x6,left_compact_carriage_binding_assembly_v1_4,no,,437.104804,5.0,ok,
category_A_output_box_4x6,right_compact_carriage_binding_assembly_v1_4,no,,132.742646,5.0,ok,
category_B_output_box_4x6,left_compact_carriage_binding_assembly_v1_4,no,,645.120617,5.0,ok,
category_B_output_box_4x6,right_compact_carriage_binding_assembly_v1_4,no,,72.798420,5.0,ok,
category_C_output_box_4x6,left_compact_carriage_binding_assembly_v1_4,no,,432.467756,5.0,ok,
category_C_output_box_4x6,right_compact_carriage_binding_assembly_v1_4,no,,116.569121,5.0,ok,
category_D_output_box_4x6,left_compact_carriage_binding_assembly_v1_4,no,,641.987819,5.0,ok,
category_D_output_box_4x6,right_compact_carriage_binding_assembly_v1_4,no,,35.600000,5.0,ok,
manual_review_bin_2x3,left_compact_carriage_binding_assembly_v1_4,no,,272.257892,5.0,ok,
manual_review_bin_2x3,right_compact_carriage_binding_assembly_v1_4,no,,545.934392,5.0,ok,
