component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
left_y_carriage_main_adapter_plate,left_y_carriage_main_adapter_plate_v1_1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_carriage_bolted_spacer_block,left_y_carriage_main_adapter_plate_v1_1,dark_gray_gantry_side_bracket,joint_dark,0.18,0.18,0.19,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_carriage_upper_clamp_plate,left_y_carriage_main_adapter_plate_v1_1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_-36_-28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_-36_28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_0_-28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_0_28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_36_-28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
left_y_adapter_carriage_fastener_36_28,left_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the left Y carriage area
right_y_carriage_main_adapter_plate,right_y_carriage_main_adapter_plate_v1_1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_carriage_bolted_spacer_block,right_y_carriage_main_adapter_plate_v1_1,dark_gray_gantry_side_bracket,joint_dark,0.18,0.18,0.19,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_carriage_upper_clamp_plate,right_y_carriage_main_adapter_plate_v1_1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_adapter_carriage_fastener_-36_-28,right_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_adapter_carriage_fastener_-36_28,right_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_adapter_carriage_fastener_0_-28,right_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
right_y_adapter_carriage_fastener_0_28,right_y_carriage_main_adapter_plate_v1_1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_y_carriage_main_adapter_plate_v1_1,custom_adapter; compact bolted main adapter plate directly over the right Y carriage area
